day,start_equity,end_equity,day_pnl,day_peak,day_min,intraday_dd,dd_stop,end_loss_streak,bars,equity
2025-10-29,500.0,499.89657751345777,-0.10342248654222885,500.8314042824967,499.41271849686854,0.9348267690389207,False,0,705,499.89657751345777
2025-10-30,499.89657751345777,497.35786692961324,-2.5387105838445336,500.00032463742343,497.1997621851386,2.6424577078101947,False,0,1376,497.35786692961324
2025-10-31,497.35786692961324,495.51023057265314,-1.8476363569600949,497.6975013230352,495.02704156246665,2.1872707503820834,False,0,1258,495.51023057265314
2025-11-02,495.51023057265314,495.51023057265314,0.0,495.51023057265314,495.51023057265314,0.0,False,0,59,495.51023057265314
2025-11-03,495.51023057265314,495.3081183496296,-0.2021122230235619,496.34421773341097,495.17742319629514,1.0360993837813908,False,0,1378,495.3081183496296
2025-11-04,495.3081183496296,495.20144058304464,-0.10667776658493722,496.69398666031907,494.9892486002441,1.492546077274426,False,0,1378,495.20144058304464
2025-11-05,495.20144058304464,496.38022125105954,1.1787806680148947,496.60571164486566,494.4816479489126,0.22549039380612612,False,0,1378,496.38022125105954
2025-11-06,496.38022125105954,496.53478205859767,0.1545608075381324,496.85470870051466,495.2774730589357,0.31992664191699305,False,0,1378,496.53478205859767
2025-11-07,496.53478205859767,494.9426097366549,-1.592172321942769,496.9420457505722,494.9426097366549,1.9994360139173182,False,0,1318,494.9426097366549
2025-11-09,494.9426097366549,494.9426097366549,0.0,494.9426097366549,494.9426097366549,0.0,False,0,59,494.9426097366549
2025-11-10,494.9426097366549,495.2618500342557,0.31924029760079975,496.2542245377906,494.78531832355515,0.9923745035349043,False,0,1378,495.2618500342557
2025-11-11,495.2618500342557,491.97148617570497,-3.2903638585507338,495.2618500342557,491.9351089453408,3.2903638585507338,False,0,1375,491.97148617570497
2025-11-12,491.97148617570497,490.45398869964373,-1.5174974760612372,492.3176996683379,490.45398869964373,1.8637109686941926,False,0,1378,490.45398869964373
2025-11-13,490.45398869964373,490.6823818054474,0.22839310580366146,491.2995393012364,490.327188701392,0.6171574957890016,False,0,1378,490.6823818054474
2025-11-14,490.6823818054474,489.7432970310069,-0.9390847744405164,491.64682519657487,489.7432970310069,1.903528165567991,False,0,1318,489.7432970310069
2025-11-16,489.7432970310069,489.7432970310069,0.0,489.7432970310069,489.7432970310069,0.0,False,0,59,489.7432970310069
2025-11-17,489.7432970310069,491.04346308232766,1.3001660513207867,491.2601784470148,489.7432970310069,0.21671536468716113,False,0,1378,491.04346308232766
2025-11-18,491.04346308232766,487.71526661972376,-3.3281964626038985,491.15090883518764,487.5046262567835,3.435642215463872,False,0,1378,487.71526661972376
2025-11-19,487.71526661972376,490.9951235181314,3.2798568984076155,491.25265375625366,487.5242110120622,0.2575302381222855,False,0,1378,490.9951235181314
2025-11-20,490.9951235181314,490.9404839136741,-0.05463960445729299,492.47061660972423,490.5703981817904,1.5301326960501456,False,0,1378,490.9404839136741
2025-11-21,490.9404839136741,490.36767136609285,-0.5728125475812362,491.4681173079297,489.89842720761186,1.1004459418368242,False,0,1318,490.36767136609285
2025-11-23,490.36767136609285,490.36767136609285,0.0,490.36767136609285,490.36767136609285,0.0,False,0,59,490.36767136609285
2025-11-24,490.36767136609285,488.45007111060545,-1.9176002554874003,490.5990107233661,488.30316477262267,2.148939612760671,False,0,1378,488.45007111060545
2025-11-25,488.45007111060545,487.5922233351304,-0.8578477754750224,489.0347056910246,487.17471689559596,1.4424823558941853,False,0,1378,487.5922233351304
2025-11-26,487.5922233351304,487.3539175876427,-0.23830574748774325,488.15795385656475,486.6521174683361,0.8040362689220615,False,0,1378,487.3539175876427
2025-11-27,487.3539175876427,485.564371124838,-1.789546462804708,487.7319005847152,485.564371124838,2.167529459877244,False,0,1229,485.564371124838
2025-11-28,485.564371124838,479.78319914883997,-5.7811719759980065,485.564371124838,479.6635968813245,5.7811719759980065,False,0,1141,479.78319914883997
2025-11-30,479.78319914883997,479.78319914883997,0.0,479.78319914883997,479.78319914883997,0.0,False,0,53,479.78319914883997
2025-12-01,479.78319914883997,479.74600739107325,-0.03719175776672046,480.521513430641,479.36198970309306,0.7755060395677447,False,0,1378,479.74600739107325
2025-12-02,479.74600739107325,477.77416335429064,-1.9718440367826133,479.88252775808564,477.495464673859,2.108364403795008,False,0,1378,477.77416335429064
2025-12-03,477.77416335429064,476.67948698277195,-1.0946763715186876,478.1029015429345,476.67948698277195,1.4234145601625414,False,0,1378,476.67948698277195
2025-12-04,476.67948698277195,473.5921985018775,-3.087288480894472,476.67948698277195,473.48479373211774,3.087288480894472,False,0,1378,473.5921985018775
2025-12-05,473.5921985018775,474.9686479277138,1.376449425836313,475.9388903838785,473.44397274459146,0.9702424561647263,False,0,1318,474.9686479277138
2025-12-07,474.9686479277138,474.9686479277138,0.0,474.9686479277138,474.9686479277138,0.0,False,0,29,474.9686479277138
2025-12-08,474.9686479277138,473.05415121068614,-1.914496717027646,475.2181156474518,472.90983595711214,2.1639644367656388,False,0,1378,473.05415121068614
2025-12-09,473.05415121068614,472.4986109731891,-0.5555402374970413,474.01472033467775,472.1566534837207,1.5161093614886454,False,0,1378,472.4986109731891
2025-12-10,472.4986109731891,468.40432480608644,-4.094286167102666,472.57723558955865,467.55305105358445,4.1729107834722186,False,0,1378,468.40432480608644
2025-12-11,468.40432480608644,466.628436488788,-1.7758883172984383,468.61193697176924,466.46414199779025,1.983500482981242,False,0,1375,466.628436488788
2025-12-12,466.628436488788,465.6241015646778,-1.0043349241101964,467.23859717272495,465.5944084195433,1.6144956080471502,False,0,1318,465.6241015646778
2025-12-14,465.6241015646778,465.6241015646778,0.0,465.6241015646778,465.6241015646778,0.0,False,0,57,465.6241015646778
2025-12-15,465.6241015646778,466.58629289321465,0.9621913285368464,466.8485430016627,464.88380194584056,0.2622501084480291,False,0,1378,466.58629289321465
2025-12-16,466.58629289321465,462.3569485298574,-4.2293443633572565,466.58629289321465,462.2559181493225,4.2293443633572565,False,0,1378,462.3569485298574
2025-12-17,462.3569485298574,461.41988065879923,-0.9370678710581615,462.38222252209135,461.2031079708712,0.9623418632921243,False,0,1371,461.41988065879923
2025-12-18,461.41988065879923,459.941883899154,-1.4779967596452366,461.41988065879923,459.06018170016006,1.4779967596452366,False,0,1376,459.941883899154
2025-12-19,459.941883899154,458.1129274867694,-1.8289564123845707,460.18150005993994,457.4647779217822,2.0685725731705134,False,0,1318,458.1129274867694
2025-12-21,458.1129274867694,458.1129274867694,0.0,458.1129274867694,458.1129274867694,0.0,False,0,56,458.1129274867694
2025-12-22,458.1129274867694,455.498004487305,-2.6149229994643974,458.21440005834756,455.17074885061066,2.71639557104254,False,0,1378,455.498004487305
2025-12-23,455.498004487305,454.73423197324456,-0.763772514060463,455.93646135505065,454.5052763499666,1.2022293818060916,False,0,1377,454.73423197324456
2025-12-24,454.73423197324456,450.97908310786363,-3.7551488653809315,454.73423197324456,450.97908310786363,3.7551488653809315,False,0,1110,450.97908310786363
2025-12-25,450.97908310786363,450.97908310786363,0.0,450.97908310786363,450.97908310786363,0.0,False,0,49,450.97908310786363
2025-12-26,450.97908310786363,450.1115930344139,-0.8674900734497442,451.1033743648156,449.84974608928775,0.9917813304016931,False,0,1318,450.1115930344139
2025-12-28,450.1115930344139,450.1115930344139,0.0,450.1115930344139,450.1115930344139,0.0,False,0,59,450.1115930344139
2025-12-29,450.1115930344139,450.66879204756805,0.5571990131541611,452.77216933707035,450.1115930344139,2.103377289502305,False,0,1376,450.66879204756805
2025-12-30,450.66879204756805,450.9242019543411,0.2554099067730249,451.68433486829633,450.66879204756805,0.7601329139552604,False,0,1377,450.9242019543411
2025-12-31,450.9242019543411,450.30364304858364,-0.6205589057574343,451.57723959881,450.0544470792743,1.2735965502263866,False,0,1318,450.30364304858364
2026-01-01,450.30364304858364,450.30364304858364,0.0,450.30364304858364,450.30364304858364,0.0,False,0,55,450.30364304858364
2026-01-02,450.30364304858364,450.47343941134903,0.16979636276539622,450.76792187584914,449.1530465734448,0.2944824645001063,False,0,1318,450.47343941134903
2026-01-04,450.47343941134903,450.47343941134903,0.0,450.47343941134903,450.47343941134903,0.0,False,0,53,450.47343941134903
2026-01-05,450.47343941134903,449.7821626261019,-0.691276785247112,450.72470147888697,449.3455104498542,0.9425388527850487,False,0,1374,449.7821626261019
2026-01-06,449.7821626261019,449.3043744227514,-0.47778820335054206,450.0844405263435,448.9985698001033,0.7800661035921053,False,0,1377,449.3043744227514
2026-01-07,449.3043744227514,447.87900359427044,-1.4253708284809363,449.71119327032375,447.6953291462822,1.8321896760533036,False,0,1377,447.87900359427044
2026-01-08,447.87900359427044,448.72743289004086,0.8484292957704156,448.9548307061052,447.51752630675594,0.22739781606435372,False,0,1377,448.72743289004086
2026-01-09,448.72743289004086,448.8333347044534,0.10590181441256163,449.72029482962773,448.28777312969805,0.886960125174312,False,0,1318,448.8333347044534
2026-01-11,448.8333347044534,448.8333347044534,0.0,448.8333347044534,448.8333347044534,0.0,False,0,57,448.8333347044534
2026-01-12,448.8333347044534,448.4620811149693,-0.3712535894841267,449.02816545180286,447.5168991865712,0.5660843368335691,False,0,1377,448.4620811149693
2026-01-13,448.4620811149693,446.4553067028214,-2.0067744121478768,448.4620811149693,446.10006361837003,2.0067744121478768,False,0,1377,446.4553067028214
2026-01-14,446.4553067028214,446.27462032332784,-0.18068637949357935,447.62175767704235,446.27462032332784,1.3471373537145155,False,0,1375,446.27462032332784
2026-01-15,446.27462032332784,445.85298505642004,-0.4216352669077992,446.91883816703654,445.85298505642004,1.0658531106165015,False,0,1377,445.85298505642004
2026-01-16,445.85298505642004,445.7749238635879,-0.07806119283213775,446.38391808309876,445.54015513763113,0.608994219510862,False,0,1318,445.7749238635879
2026-01-18,445.7749238635879,445.7749238635879,0.0,445.7749238635879,445.7749238635879,0.0,False,0,51,445.7749238635879
2026-01-19,445.7749238635879,444.72880327065855,-1.0461205929293556,446.0204792819671,444.61454487800285,1.2916760113085388,False,0,1227,444.72880327065855
2026-01-20,444.72880327065855,442.9303659665203,-1.7984373041382469,445.0136966134069,442.80701810626755,2.0833306468866226,False,0,1378,442.9303659665203
2026-01-21,442.9303659665203,442.44462412632424,-0.4857418401960558,443.38855061136167,441.86294149556744,0.9439264850374229,False,0,1377,442.44462412632424
2026-01-22,442.44462412632424,441.48387220702966,-0.9607519192945801,442.44462412632424,440.671146924567,0.9607519192945801,False,0,1378,441.48387220702966
2026-01-23,441.48387220702966,441.03905807935723,-0.44481412767243,442.9981696070787,440.9859774706573,1.9591115277214612,False,0,1318,441.03905807935723
2026-01-25,441.03905807935723,441.03905807935723,0.0,441.03905807935723,441.03905807935723,0.0,False,0,57,441.03905807935723
2026-01-26,441.03905807935723,440.72823508524976,-0.3108229941074683,441.3470600366556,439.52508468139314,0.618824951405827,False,0,1377,440.72823508524976
2026-01-27,440.72823508524976,440.68374220124895,-0.04449288400081741,441.8561758935683,440.3950947877302,1.1724336923193732,False,0,1368,440.68374220124895
2026-01-28,440.68374220124895,442.2626847004522,1.578942499203265,442.6131749235672,440.41810633860274,0.35049022311500266,False,0,1373,442.2626847004522
2026-01-29,442.2626847004522,440.9122718558031,-1.3504128446490995,442.2626847004522,439.6810864176099,1.3504128446490995,False,0,1377,440.9122718558031
2026-01-30,440.9122718558031,441.22369644755906,0.3114245917559515,441.970090557964,440.0134485678446,0.7463941104049354,False,0,1318,441.22369644755906
2026-02-01,441.22369644755906,441.22369644755906,0.0,441.22369644755906,441.22369644755906,0.0,False,0,50,441.22369644755906
2026-02-02,441.22369644755906,441.93989738792703,0.716200940367969,442.90430096063585,441.22369644755906,0.964403572708818,False,0,1377,441.93989738792703
2026-02-03,441.93989738792703,441.830809190362,-0.10908819756502908,443.27698595885613,441.1050101626348,1.4461767684941265,False,0,1377,441.830809190362
2026-02-04,441.830809190362,442.42574295552447,0.594933765162466,443.2299314665541,441.830809190362,0.8041885110296221,False,0,1377,442.42574295552447
2026-02-05,442.42574295552447,442.67334416639835,0.24760121087388143,443.27219826909703,441.7643466681375,0.5988541026986809,False,0,1377,442.67334416639835
2026-02-06,442.67334416639835,440.1834644871177,-2.489879679280648,443.1324305427151,440.1834644871177,2.9489660555973956,False,0,1318,440.1834644871177
2026-02-08,440.1834644871177,440.1834644871177,0.0,440.1834644871177,440.1834644871177,0.0,False,0,58,440.1834644871177
2026-02-09,440.1834644871177,439.67314440911196,-0.5103200780057477,440.78663984586444,438.98562680924107,1.113495436752487,False,0,1376,439.67314440911196
2026-02-10,439.67314440911196,438.92616773666094,-0.7469766724510123,440.00520431589496,438.12060883170824,1.079036579234014,False,0,1377,438.92616773666094
2026-02-11,438.92616773666094,441.2615454558724,2.335377719211465,441.2615454558724,438.13408551528414,0.0,False,0,984,441.2615454558724
